Ezekiel,35,1,上主的话传给我说：
Ezekiel,35,2,「人子，你要面向色依尔山，讲预言攻斥它，
Ezekiel,35,3,对它说：吾主上主这样说：色依尔山啊！看，我要攻击你，伸手打击你，使你变成沙漠和荒野。
Ezekiel,35,4,我要使你的城市变成废墟，你将成为沙漠：如此，你便承认我是上主。
Ezekiel,35,5,因为在以色列子民遭难时，在他们罪恶满盈时，你怀着永不忘的仇恨将他们交于刀剑：
Ezekiel,35,6,为此，我指着我的生命起誓──吾主上主的断语──你既仇恨了血，血也必迫害你。
Ezekiel,35,7,我必使色依尔山成为沙漠和荒野，由其中灭绝来往经过的人。
Ezekiel,35,8,我要使你的群山、丘陵、山谷和溪涧，堆满伤亡的人，使刀剑伤亡的人横卧其中。
Ezekiel,35,9,我要使你永久变为荒芜，你的城邑再没有人居住：如此，你们便承认我是上主。
Ezekiel,35,10,因为你说过：这两个民族，这两个地域应属于我，虽然雅威住在那里，我还要去占领；
Ezekiel,35,11,为此，我指着我的生命起誓，──吾主上主的断语──就如你怎样怀着仇恨对待他们，同样我也必以怒火和妒恨来对待你；当我惩罚你时，我叫你知道我在他们中，
Ezekiel,35,12,并要你知道，我上主听见了你向以色列的群山所讲的一切诅咒的话，说：它们已荒芜了，已交给我们享用。
Ezekiel,35,13,当你们开口说大话攻斥我，说出许多凌辱我的话时，我都听见了。
Ezekiel,35,14,吾主上主这样说：当全地欢跃时，我要使你荒芜，
Ezekiel,35,15,就如在以色列家的产业荒芜时，你曾喜乐；同样，我也要这样对待你；色依尔山必变成荒野，全厄东必被消灭：如此，人必承认我是上主。」
