2_Timothy,3,1,你應知道：在末日，困難的時期必要來臨，
2_Timothy,3,2,因為那時人只愛自己、愛錢、矜誇、驕傲、謾罵、不孝順父母、忘恩、負義、不虔敬、
2_Timothy,3,3,無慈愛、難和解、善誹謗、無節制、無仁心、不樂善、
2_Timothy,3,4,背信、鹵莽、自大、愛快樂勝過愛天主；
2_Timothy,3,5,他們雖有虔敬的外貌，卻背棄了虔敬的實質；這等人，你務要躲避。
2_Timothy,3,6,因為他們中，有的潛入人家中，獵取那些滿身罪惡，及被各種邪慾吸引的婦女；
2_Timothy,3,7,這些婦女雖時常學習，但總達不到明白真理的地步。
2_Timothy,3,8,就如從前雅乃斯和楊布勒反抗梅瑟，照樣這等人也反抗了真理。他們的心術敗壞了，在信德上是不可靠的。
2_Timothy,3,9,但他們不能再有所成就，因為他們的愚昧將要暴露在眾人前，如同那兩個人一樣。
2_Timothy,3,10,至於你，你卻追隨了我的教訓、我度日的態度、志向、信心、堅忍、愛心、容忍、
2_Timothy,3,11,我受的迫害和苦難，即我在安提約基雅、依科尼雍、呂斯特辣所遭遇的事；那時我受了何等的迫害，主卻從這一切迫害中救出了我。
2_Timothy,3,12,凡是願意在基督耶穌內熱心生活的人，都必要遭受迫害。
2_Timothy,3,13,但是惡人和行詐術的人卻越來越壞，他們迷惑人，也必受人迷惑。
2_Timothy,3,14,然而你要堅持你所學和所信的事，你知道你是由誰學來的。
2_Timothy,3,15,你自幼便通曉了聖經，這聖經能使你憑著那在基督耶穌內的信德，獲得得救的智慧。
2_Timothy,3,16,凡受天主默感所寫的聖經，為教訓、為督責、為矯正、為教導人學正義，都是有益的，
2_Timothy,3,17,好使天主的人成全，適於行各種善工。
