Joshua,2,1,農的兒子若蘇厄由史廷暗中派出兩個人作偵探說：「你們去察看那地和耶里哥！」他們就去了，來到一個名叫辣哈布的妓女家中，就住在那裡。
Joshua,2,2,有人報告耶里哥王說：「夜間有兩個以色列人到了這裡，偵探這地方。」
Joshua,2,3,耶里哥王遂派人到辣哈布那裡說：「將那來到你家中的兩個人交出來，因為他們是來偵探這地方的。」
Joshua,2,4,但是那女人預先將那兩個人藏起來，就這樣回答說：「那兩個人的確來過我這裡，但他們是從那裡來的，我卻不知道。
Joshua,2,5,天黑快關城門時，他們兩人出去了；往那裡去了，我也不知道。你們快去追趕，也許還可趕上他們。」
Joshua,2,6,原來她叫那兩個人上了屋頂，藏在她屋頂上堆積的麻秸內。
Joshua,2,7,來問的人便沿著約但河，直向渡口去追趕；追趕的人一出去，城門就關了。
Joshua,2,8,他們還沒有睡，那女人就上到屋頂，
Joshua,2,9,對他們二人說：「我知道上主已將這地方交給了你們；你們真叫我們害怕，此地所有的居民，對你們都恐懼不已。
Joshua,2,10,因為我們聽說，你們出埃及時，上主怎樣使紅海在你們面前乾涸；你們又怎樣對待了約但河東岸的兩個阿摩黎王，即息紅和敖格，將他們完全消滅。
Joshua,2,11,我們聽了，心都冷了，沒有一人再有勇氣來對抗你們，因為上主你們的天主，就是上天下地的天主。
Joshua,2,12,現在請你們指著上主對我起誓，我既然恩待了你們，你們也要恩待我的父家，請給我一個安全的保證，
Joshua,2,13,使我的父母、兄弟、姊妹和他們所有的一切人，都能生存，救我們的性命免於死亡。」
Joshua,2,14,他們二人回答她說：「如果你不洩漏我們的約定，我們願拿性命為你們擔保；當上主將這地方交給我們時，我們必慈善忠厚地對待你。」
Joshua,2,15,那女人於是用繩子將他們二人由窗戶縋下去，因為她的房屋是在城牆上，她也住在城牆上。
Joshua,2,16,她又對他們說：「你們要往山中去，免得追趕的人遇見你們。你們在那裡躲藏三天，等追趕的人回來，然後再上道。」
Joshua,2,17,他們二人對她說：「如果你不這樣作，你叫我們所起的誓，我們將不負責：
Joshua,2,18,就是當我們再到這地方時，你應將這根朱紅線繫在你縋下我們的窗戶上，並且叫你的父母、兄弟和你父親全家人口，都聚集在你這屋內。
Joshua,2,19,誰若走出你的屋門，他的血應由他自己承當，我們不負責任；但凡同你在屋內的，如有人下手加害他，他的血將由我們承當。
Joshua,2,20,但是你若洩漏了我們的約定，那麼，你叫我們所起的誓，我們便不負責。」
Joshua,2,21,她回答說：「就照你們說的做罷！」於是打發他們二人走了。他們走後，她遂把那根朱紅線繫在她的窗戶上。
Joshua,2,22,他們出去，到了山上，在那裡住了三天，直到追趕的人回去。追趕的人一路尋找他們，結果沒有找到。
Joshua,2,23,他們二人轉身，由山上下來，渡過了約但河，回到農的兒子若蘇厄那裡，將他們所遇見的事，一一報告給他。
Joshua,2,24,他們對若蘇厄說：「上主實在已將那整個地域交在我們手中，因為那地方的居民對我們都十分恐懼。」
